Week,DMA_Name,DMA_ID,TRx,TV_Spend,TV_Impressions,Display_Spend,Display_Impressions,PaidSearch_Spend,PaidSearch_Clicks,HCPCalls_Spend,HCPCalls_Count,Speaker_Spend,Speaker_Events,HCPEmail_Spend,HCPEmail_Sends,HCPSocial_Spend,HCPSocial_Engagements,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_Spend,Seasonality
9/24/2023,Lexington KY,DMA_062,74318,124783,4283775,44056,3993029,27510,9428,114896,575,0,0,11989,15067,22141,3799,18128,65399,434000,135170,1.489
10/1/2023,Lexington KY,DMA_062,65260,105250,3215233,39138,3617188,40435,14357,135735,697,0,0,0,0,14456,1942,13204,57428,434000,77436,1.363
10/8/2023,Lexington KY,DMA_062,56438,108969,3602845,0,0,29959,8970,135551,628,0,0,10963,17738,14971,2974,11367,49665,434000,82458,1.368
10/15/2023,Lexington KY,DMA_062,68474,84223,2467569,55760,5146285,29944,11999,107970,573,0,0,14550,26644,15732,2035,13727,60257,434000,125799,1.383
10/22/2023,Lexington KY,DMA_062,58583,0,0,45118,5260382,28762,13476,107108,493,0,0,14499,25262,23873,4060,11023,51553,434000,31670,1.3
10/29/2023,Lexington KY,DMA_062,68810,18688,558079,57937,4897458,44684,16194,122691,575,66962,5,15320,28343,18052,3580,15563,60552,434000,46369,1.342
11/5/2023,Lexington KY,DMA_062,66061,0,0,50243,4337518,47266,11225,130851,602,54094,6,15297,19553,20360,2899,15450,58133,434000,43205,1.429
11/12/2023,Lexington KY,DMA_062,53555,0,0,36552,2962213,34163,12270,114518,574,81538,8,10557,15048,12737,2275,11322,47128,434000,22181,1.177
11/19/2023,Lexington KY,DMA_062,42651,0,0,30717,3366966,34856,11074,98501,502,0,0,0,0,14563,2123,9600,37532,434000,23307,1.103
11/26/2023,Lexington KY,DMA_062,45225,0,0,35773,3490854,36165,11503,86674,449,0,0,9870,18845,10522,1367,8212,39798,434000,22198,1.114
12/3/2023,Lexington KY,DMA_062,53833,53791.799999999996,1874585,41900,3811745,38935,13808,94557,444,0,0,8694,14999,16781,2270,13678,47373,434000,75420,1.14
12/10/2023,Lexington KY,DMA_062,47686,56887.799999999996,1828601,44124,4809445,29153,6068,31846.5,150,0,0,11521,15097,19173,3166,11252,41963,434000,80413,1.146
12/17/2023,Lexington KY,DMA_062,46611,40278,1149737,41017,4860451,30911,10687,31277.399999999998,152,0,0,7225,10235,17280,2465,12047,41017,434000,68661,1.114
12/24/2023,Lexington KY,DMA_062,40472,40176,1285593,50421,5034986,29604,9070,0,0,0,0,0,0,18274,2452,10500,35615,434000,84832,1.117
12/31/2023,Lexington KY,DMA_062,56982,0,0,46270,4878238,42615,14018,39699.299999999996,185,0,0,13115,19441,19474,3573,10904,50144,434000,23993,1.279
1/7/2024,Lexington KY,DMA_062,57116,44203.2,1148474,48876,4142906,37767,13722,42940.5,215,0,0,8659,13492,13734,1885,13691,50262,434000,58805,1.221
1/14/2024,Lexington KY,DMA_062,67360,92111,2810572,44524,5335356,46528,10091,100793,508,0,0,14218,25158,23313,2919,16674,59276,434000,112074,1.261
1/21/2024,Lexington KY,DMA_062,65620,86329,2806858,52087,5220411,40383,10388,124154,670,0,0,14701,19762,21971,2800,13061,57745,434000,87731,1.205
1/28/2024,Lexington KY,DMA_062,68363,94787,3292479,63112,6307018,29158,9994,114590,606,0,0,15964,23434,0,0,16799,60159,434000,67777,1.349
2/4/2024,Lexington KY,DMA_062,70481,105825,3019557,54947,5388663,43379,8944,135176,740,0,0,12859,23125,23156,3539,17848,62023,434000,154448,1.285
2/11/2024,Lexington KY,DMA_062,66866,95958,2882002,45985,4781351,40753,12366,100313,473,0,0,8901,15244,24570,4818,15799,58842,434000,62849,1.226
2/18/2024,Lexington KY,DMA_062,64488,107069,3460901,46442,5110894,0,0,154581,844,88774,10,10664,15639,19037,2941,16722,56749,434000,121381,1.344
2/25/2024,Lexington KY,DMA_062,60053,0,0,53335,5130393,34616,16638,115883,600,80218,7,9385,18769,16694,2931,15452,52846,434000,40166,1.142
3/3/2024,Lexington KY,DMA_062,60551,0,0,55237,5645549,37721,18831,125158,582,66851,6,10453,17267,19957,2515,14055,53284,434000,39762,1.153
3/10/2024,Lexington KY,DMA_062,58022,22576.600000000002,594297,45046,5256629,40983,8304,113748,588,0,0,8318,11628,22170,3743,10635,51059,434000,32799,1.185
3/17/2024,Lexington KY,DMA_062,55498,0,0,52506,5992151,38829,12026,98667,463,41244,4,10314,15173,15624,2380,11045,48838,434000,32549,1.142
3/24/2024,Lexington KY,DMA_062,51061,0,0,54442,5903754,37618,12796,120973,610,41090,3,0,0,12700,2012,12429,44933,434000,45443,1.103
3/31/2024,Lexington KY,DMA_062,48502,17329,538591,0,0,29636,7394,123715,636,94151,8,11220,20305,15689,2034,8841,42681,434000,7418,1.138
4/7/2024,Lexington KY,DMA_062,58270,53394.6,1448353,41637,4691083,31956,13253,114924,573,0,0,8658,11467,15551,2553,14218,51277,434000,64118,1.128
4/14/2024,Lexington KY,DMA_062,52561,47306.4,1293734,32377,3447254,27150,10468,124631,654,0,0,9683,13951,10833,1908,13255,46253,434000,36730,1.051
4/21/2024,Lexington KY,DMA_062,36368,0,0,33582,3933866,19041,3937,101926,509,0,0,8834,13181,12812,1887,7274,32003,434000,28965,0.908
4/28/2024,Lexington KY,DMA_062,46860,0,0,52550,5656164,25602,8866,103347,536,0,0,11709,18143,12366,1632,10216,41236,434000,36465,1.045
5/5/2024,Lexington KY,DMA_062,51550,0,0,53149,6277212,31249,13554,100833,481,0,0,12483,21992,18383,3192,11953,45364,434000,32257,1.067
5/12/2024,Lexington KY,DMA_062,57040,51184.2,1300118,32110,3381901,39024,10198,125489,608,40631,3,12115,16694,15354,2066,10624,50195,434000,43350,1.103
5/19/2024,Lexington KY,DMA_062,49577,75956,2027962,29668,3030181,25502,6986,79597,418,58906,6,11192,21807,14514,2465,12742,43627,434000,46333,0.963
5/26/2024,Lexington KY,DMA_062,48501,96313,2486606,0,0,39778,19414,83492,414,59798,5,8432,10571,15606,2082,11418,42680,434000,86551,1.048
6/2/2024,Lexington KY,DMA_062,47979,93829,3200690,31467,3207866,35490,10030,108060,525,0,0,9379,12173,0,0,9191,42221,434000,98652,1.026
6/9/2024,Lexington KY,DMA_062,38586,75088,1903027,38968,3424812,33558,14233,25319.7,133,0,0,9110,11912,0,0,7695,33955,434000,92233,0.913
6/16/2024,Lexington KY,DMA_062,39374,75777,1936512,31476,2752220,34373,7396,0,0,0,0,0,0,10914,1639,8179,34649,434000,48036,1.054
6/23/2024,Lexington KY,DMA_062,51735,103283,3162919,54058,4647942,26907,8249,33567.299999999996,156,0,0,10179,19733,15888,2233,12041,45526,434000,74243,1.082
6/30/2024,Lexington KY,DMA_062,44168,14936,446298,34429,3472296,37579,10746,0,0,0,0,11626,15220,13181,2036,10887,38867,434000,27884,1.121
7/7/2024,Lexington KY,DMA_062,27573,0,0,48083,5041022,0,0,0,0,48134,5,8151,12503,11991,2208,6963,24264,434000,39272,0.979
7/14/2024,Lexington KY,DMA_062,30115,0,0,27597,2359771,25640,5379,0,0,32874,3,10675,14490,11998,1533,7369,26501,434000,19847,0.881
7/21/2024,Lexington KY,DMA_062,36972,0,0,35625,4108988,22599,5060,27933.899999999998,147,58268,5,10548,13516,11850,1905,8983,32535,434000,16582,0.924
7/28/2024,Lexington KY,DMA_062,33678,0,0,46395,4670581,28768,7089,0,0,0,0,0,0,11403,1696,7194,29636,434000,25616,1.027
8/4/2024,Lexington KY,DMA_062,29953,0,0,31274,2615468,28850,9287,30095.1,157,0,0,9043,17457,0,0,5588,26358,434000,19826,0.851
8/11/2024,Lexington KY,DMA_062,38702,32962.799999999996,1078835,27444,3119783,28176,6004,26023.5,133,0,0,8913,13979,9880,1919,9379,34057,434000,44942,0.942
8/18/2024,Lexington KY,DMA_062,43774,54663,1898405,0,0,41647,12727,34816.5,179,0,0,8141,14492,16218,3015,11259,38521,434000,34446,1.105
8/25/2024,Lexington KY,DMA_062,61578,56922.6,1460181,67785,6326953,32132,10228,35549.7,191,0,0,0,0,24496,3734,12676,54188,434000,87410,1.352
9/1/2024,Lexington KY,DMA_062,76782,61822.2,1761490,63168,7318436,26548,5966,152398,760,112083,11,10488,15025,27442,3437,15801,67568,434000,65605,1.35
9/8/2024,Lexington KY,DMA_062,77247,0,0,48824,4883235,36800,12298,150462,764,92287,8,13921,21143,21532,3649,15202,67977,434000,30139,1.45
9/15/2024,Lexington KY,DMA_062,85084,79360.8,2660286,55685,6458014,50878,21799,164419,861,108538,9,0,0,27016,4478,18949,74873,434000,96145,1.387
9/22/2024,Lexington KY,DMA_062,82681,89262,2625205,52703,6316848,39793,16246,136318,713,0,0,15366,25634,19189,2458,15535,72759,434000,82745,1.443
9/29/2024,Lexington KY,DMA_062,85441,100111,2980931,63404,6261361,44276,12583,152342,824,0,0,15719,23123,22699,3673,16076,75188,434000,85486,1.477
10/6/2024,Lexington KY,DMA_062,71973,108741,3324583,65700,6171558,31654,8716,107538,543,0,0,14260,23972,25749,4356,17603,63336,434000,76073,1.305
10/13/2024,Lexington KY,DMA_062,66645,128904,4277478,42180,4479870,37299,14491,143708,754,0,0,0,0,0,0,16811,58647,434000,103318,1.345
10/20/2024,Lexington KY,DMA_062,70731,99871,2543632,50792,5961794,40754,18211,127505,669,0,0,0,0,0,0,17064,62243,434000,130526,1.446
10/27/2024,Lexington KY,DMA_062,71604,92598,2974397,59205,6947082,35412,8582,137399,676,66901,5,9852,17871,0,0,16980,63011,434000,102023,1.365
11/3/2024,Lexington KY,DMA_062,77338,20442.600000000002,706199,61807,6578637,34040,10077,156227,782,66861,7,16627,24508,24876,4594,19773,68057,434000,77978,1.365
11/10/2024,Lexington KY,DMA_062,60418,21008.800000000003,731151,39320,3559508,41336,14459,94285,435,67110,6,8967,15592,18991,3275,12919,53167,434000,56992,1.152
11/17/2024,Lexington KY,DMA_062,52173,0,0,45792,3719058,35520,11241,112312,623,0,0,14002,17983,13045,2339,12658,45912,434000,30440,1.13
11/24/2024,Lexington KY,DMA_062,56935,17488.2,468075,55414,5393707,29177,6101,137171,692,0,0,11307,17369,19881,2634,10684,50102,434000,36579,1.193
12/1/2024,Lexington KY,DMA_062,53788,0,0,40760,3413402,43010,11763,100916,479,0,0,13609,18383,18757,2995,11970,47333,434000,34805,1.183
12/8/2024,Lexington KY,DMA_062,45907,0,0,54757,6348913,33952,10646,0,0,0,0,10035,15180,15232,2071,10951,40398,434000,32044,1.192
12/15/2024,Lexington KY,DMA_062,53804,62493.6,1965228,46966,5624212,27809,8873,41480.7,223,0,0,0,0,17020,2494,10438,47347,434000,91162,1.194
12/22/2024,Lexington KY,DMA_062,53576,58776.6,1766304,50511,4091457,39871,11840,36171.299999999996,200,0,0,0,0,18311,3619,12835,47146,434000,67771,1.17
1/1/2023,Flint MI,DMA_063,54108,83159,2311523,39846,4589177,29181,6628,39704.1,182,0,0,12394,19014,14772,1892,10512,48697,428000,115518,1.289
1/8/2023,Flint MI,DMA_063,52609,90576,2970267,45528,5364237,37614,10318,0,0,0,0,8982,14308,18014,3132,10553,46295,428000,86086,1.247
1/15/2023,Flint MI,DMA_063,60990,71950,1932728,48597,5132569,42485,13105,95754,442,0,0,10365,15316,13867,1937,15255,53671,428000,65193,1.283
1/22/2023,Flint MI,DMA_063,60601,99026,2564103,45851,3933049,25015,5318,128889,643,0,0,11657,15309,15896,2318,12103,53328,428000,64334,1.322
1/29/2023,Flint MI,DMA_063,60603,89173,2774564,35227,3194055,43442,13506,103541,471,0,0,8463,14989,17457,2605,15371,53330,428000,117898,1.266
2/5/2023,Flint MI,DMA_063,56030,88220,2939419,47238,5077189,24629,10142,113935,527,0,0,11588,17930,0,0,10907,49306,428000,68497,1.247
2/12/2023,Flint MI,DMA_063,52199,0,0,38486,3382388,27592,7393,118505,549,0,0,13603,21337,22151,3260,10537,45935,428000,24244,1.27
2/19/2023,Flint MI,DMA_063,63200,0,0,44874,4480094,34023,13190,115022,572,97898,11,10858,18242,24618,4759,15792,55616,428000,35278,1.289
2/26/2023,Flint MI,DMA_063,51252,0,0,35856,2872890,40870,8653,109058,531,83760,9,11299,16528,13124,1851,10354,45101,428000,24301,1.178
3/5/2023,Flint MI,DMA_063,47314,0,0,40601,4394841,31940,6506,106823,490,45259,4,12516,19999,19848,3034,11123,41636,428000,20845,1.105
3/12/2023,Flint MI,DMA_063,49260,0,0,41489,3488173,40316,13106,119542,584,0,0,12831,23213,12607,2049,10027,43348,428000,37119,1.15
3/19/2023,Flint MI,DMA_063,51499,0,0,41644,4990561,41235,8466,106151,492,85516,9,10834,13629,18134,2434,10413,45319,428000,35995,1.154
3/26/2023,Flint MI,DMA_063,40878,35323.799999999996,1151106,32597,3053846,23095,8298,100052,454,66717,5,7169,9126,0,0,9661,35972,428000,52804,0.989
4/2/2023,Flint MI,DMA_063,40641,31509,902549,28845,3231704,18066,8660,84871,415,34960,3,9202,15416,13707,2292,9440,35764,428000,46059,0.912
4/9/2023,Flint MI,DMA_063,30796,0,0,22804,1870535,15420,6459,87824,401,0,0,5923,7842,15128,2456,7092,27100,428000,20683,0.854
4/16/2023,Flint MI,DMA_063,31567,0,0,41569,4819575,20287,6330,91025,448,0,0,0,0,0,0,7439,27778,428000,23544,0.957
4/23/2023,Flint MI,DMA_063,47452,50976.6,1667468,39901,3334257,23508,7045,111932,537,0,0,9129,11743,17990,2965,10489,41757,428000,79515,1.067
4/30/2023,Flint MI,DMA_063,37286,39894,1306494,27636,2385074,17587,4084,92850,506,0,0,8976,14643,16330,2371,7893,32811,428000,54795,0.915
5/7/2023,Flint MI,DMA_063,43038,67948,1721409,30170,2819531,29338,13078,71449,367,0,0,9976,15492,13804,1815,9330,37873,428000,63210,0.959
5/14/2023,Flint MI,DMA_063,47115,70001,2423024,0,0,22967,10117,99146,533,83293,7,10386,17202,19318,2770,9082,41461,428000,30205,1.088
5/21/2023,Flint MI,DMA_063,45412,61669,1644507,34739,2963808,27901,13007,96972,538,49107,4,9624,13832,11673,1875,8891,39962,428000,44280,0.935
5/28/2023,Flint MI,DMA_063,50701,72749,1993241,46211,5367198,21431,10087,89748,480,70076,8,8391,11941,14735,2162,13072,44616,428000,112880,1.015
6/4/2023,Flint MI,DMA_063,49675,84849,2338236,39301,3463926,35696,12524,92493,475,0,0,7284,12286,17136,2243,12805,43714,428000,81963,1.058
6/11/2023,Flint MI,DMA_063,42729,86319,2903160,28463,3372064,34000,12689,0,0,0,0,10683,14479,14209,2023,8097,37601,428000,108757,1.048
6/18/2023,Flint MI,DMA_063,33170,0,0,42736,5081944,37463,8161,0,0,0,0,9058,13916,0,0,6765,29189,428000,25901,1.102
6/25/2023,Flint MI,DMA_063,35857,11808,297368,29167,3324163,31922,7488,0,0,0,0,7166,12376,13654,2010,8563,31554,428000,39459,1.065
7/2/2023,Flint MI,DMA_063,27302,10203.6,339094,42377,4116238,18235,4484,0,0,0,0,8718,13884,0,0,6355,24025,428000,46211,0.948
7/9/2023,Flint MI,DMA_063,40095,0,0,41412,3562365,30832,7408,32032.5,147,49728,6,11818,18234,19241,3677,8486,35283,428000,35260,1.009
7/16/2023,Flint MI,DMA_063,43103,17991.4,573070,37049,3102620,20446,10130,0,0,69891,6,9301,17723,19194,3466,9002,37930,428000,33786,1.069
7/23/2023,Flint MI,DMA_063,32075,11452.6,398636,33131,2783135,27612,6766,0,0,61591,6,6322,12623,10959,2012,8223,28226,428000,26323,0.882
7/30/2023,Flint MI,DMA_063,47993,49738.799999999996,1465988,50824,5916147,30153,14575,0,0,0,0,11920,18896,21078,2992,10128,42233,428000,56573,1.132
8/6/2023,Flint MI,DMA_063,42383,40546.799999999996,1117254,38994,3212043,32634,15787,24542.1,117,0,0,11484,18169,14199,2012,9280,37297,428000,70645,1.009
8/13/2023,Flint MI,DMA_063,40849,46282.2,1523590,47419,4091329,32001,7798,26360.7,122,0,0,8105,11565,12625,1822,10224,35947,428000,64885,1.025
8/20/2023,Flint MI,DMA_063,23907,40305,1074334,39402,3548536,0,0,0,0,0,0,0,0,13760,2148,4617,21038,428000,57099,0.988
8/27/2023,Flint MI,DMA_063,41778,0,0,0,0,43470,11549,29484.3,135,0,0,13518,24503,23033,4261,7655,36764,428000,0,1.309
9/3/2023,Flint MI,DMA_063,80734,60632.399999999994,1908513,48086,4923652,47571,15428,139180,741,83748,9,17015,22660,19544,3027,18197,71045,428000,50709,1.455
9/10/2023,Flint MI,DMA_063,78058,85385,2239803,52764,4427054,28955,10577,128936,704,102232,11,10981,21179,19131,2894,19336,68691,428000,103164,1.453
9/17/2023,Flint MI,DMA_063,81175,117899,3603474,47826,5215296,53185,10910,133693,650,86270,9,13276,23394,25688,3643,20042,71434,428000,138906,1.468
9/24/2023,Flint MI,DMA_063,72851,97140,2574310,66147,5566924,48757,13603,112095,589,0,0,13909,20395,26206,4122,16914,64108,428000,101801,1.416
10/1/2023,Flint MI,DMA_063,63603,98417,2484426,42967,4944993,43939,18534,137498,654,0,0,10716,15876,0,0,15668,55970,428000,125997,1.347
10/8/2023,Flint MI,DMA_063,70003,94495,3198332,63827,5938974,28871,6202,142201,733,0,0,10581,17993,22104,3328,15204,61602,428000,148706,1.426
10/15/2023,Flint MI,DMA_063,66520,106688,3361453,34091,3997712,44526,13433,135013,686,0,0,9147,12123,17765,2695,15353,58537,428000,120294,1.322
10/22/2023,Flint MI,DMA_063,45047,0,0,63684,7072259,0,0,147708,713,0,0,14772,21224,12570,1980,8803,39641,428000,29127,1.35
10/29/2023,Flint MI,DMA_063,66307,0,0,64536,5440047,45033,11568,135159,640,77066,7,10980,16624,21258,4054,15486,58350,428000,53647,1.39
11/5/2023,Flint MI,DMA_063,63054,0,0,59204,6070686,28387,7522,118890,559,48290,5,15463,19589,25611,4265,16071,55487,428000,51092,1.39
11/12/2023,Flint MI,DMA_063,52158,0,0,38936,3383655,42518,11242,96608,500,69494,6,11964,18233,13110,1718,10802,45899,428000,17045,1.184
11/19/2023,Flint MI,DMA_063,51906,18336.4,606003,53841,6415415,26915,6432,117723,617,0,0,9205,11743,18942,3619,10601,45677,428000,55591,1.164
11/26/2023,Flint MI,DMA_063,42395,0,0,51880,4722333,32490,7993,103867,494,0,0,9611,18124,0,0,8879,37307,428000,28443,1.147
12/3/2023,Flint MI,DMA_063,36446,61608,1560281,32712,2677135,0,0,120984,572,0,0,13021,18239,0,0,7963,32072,428000,69698,1.186
12/10/2023,Flint MI,DMA_063,25821,0,0,39416,4561942,0,0,27333.6,131,0,0,7908,13701,0,0,6365,22722,428000,18907,1.145
12/17/2023,Flint MI,DMA_063,42260,58505.4,1904458,46353,3835875,28224,7183,0,0,0,0,9213,13382,19303,3051,8018,37188,428000,94834,1.104
12/24/2023,Flint MI,DMA_063,48315,60873.6,1986242,30208,2795860,22264,9505,30115.5,151,0,0,10937,14617,14072,1802,9149,42517,428000,85215,1.178
12/31/2023,Flint MI,DMA_063,59069,64641,2136536,59126,5204525,39442,8434,34228.2,181,0,0,10937,16989,12890,2234,13149,51980,428000,80380,1.259
1/7/2024,Flint MI,DMA_063,64539,65710.2,1678827,58758,6445153,42791,10761,39317.1,215,0,0,13292,22712,22072,2963,12154,56794,428000,120613,1.315
1/14/2024,Flint MI,DMA_063,65128,101695,3251754,42827,4087011,31562,12661,105893,485,0,0,10510,16779,13941,1783,14320,57312,428000,106447,1.247
1/21/2024,Flint MI,DMA_063,69387,114129,3282252,35730,4219146,34437,9535,126892,668,0,0,14711,26450,22873,3301,15539,61060,428000,130186,1.278
1/28/2024,Flint MI,DMA_063,67791,107895,3387148,38837,3522337,30366,11903,120549,558,0,0,10539,14726,17422,2722,15871,59656,428000,81941,1.276
2/4/2024,Flint MI,DMA_063,66556,99199,3096063,40679,3752877,25888,6391,121142,586,0,0,14552,18439,13969,1940,16816,58569,428000,121527,1.336
2/11/2024,Flint MI,DMA_063,64890,114200,3634390,44600,3971925,47646,11262,99222,461,0,0,15350,23025,19052,2696,16277,57103,428000,103322,1.221
2/18/2024,Flint MI,DMA_063,76367,104312,2838381,39240,3931234,31136,12963,151118,834,79819,8,10789,17683,22430,3542,17383,67202,428000,131435,1.288
2/25/2024,Flint MI,DMA_063,52687,0,0,40065,4613749,21667,6010,119410,543,78106,8,11049,18203,13005,2538,10375,46364,428000,24345,1.113
3/3/2024,Flint MI,DMA_063,55830,18049.4,480908,42728,3955009,33846,9892,126366,626,91961,10,13900,18702,0,0,12054,49130,428000,50479,1.16
3/10/2024,Flint MI,DMA_063,58213,19141.2,575119,38936,4374943,37204,13308,131032,661,0,0,14102,23113,22824,3543,11797,51227,428000,44023,1.128
3/17/2024,Flint MI,DMA_063,53847,16387,572802,41856,4002686,21637,5971,91107,489,62295,5,12957,22973,15497,2633,9810,47385,428000,46226,1.109
3/24/2024,Flint MI,DMA_063,52187,0,0,47895,5420254,31942,10345,86975,412,54533,5,9089,14064,22216,4053,10643,45924,428000,32260,1.077
3/31/2024,Flint MI,DMA_063,37993,0,0,37454,3335072,30126,9769,83094,381,34529,2,6506,12137,10801,1907,9373,33433,428000,31345,0.877
4/7/2024,Flint MI,DMA_063,47359,0,0,33001,2739221,28063,13466,106396,544,0,0,10866,15356,12358,2232,11493,41675,428000,31338,1.052
4/14/2024,Flint MI,DMA_063,41141,33223.2,862507,33589,3108040,24129,4826,86112,398,0,0,11813,16472,13729,1846,8039,36204,428000,46001,0.955
4/21/2024,Flint MI,DMA_063,50624,57591,1892870,48820,5062939,25207,10475,86413,403,0,0,8046,12587,19883,2908,10795,44549,428000,93854,1.01
4/28/2024,Flint MI,DMA_063,46581,36964.799999999996,935644,44663,3703773,23353,5488,108048,492,0,0,11541,19341,11029,2042,10485,40991,428000,47943,1.022
5/5/2024,Flint MI,DMA_063,38604,0,0,40101,4371421,22237,5456,92327,466,0,0,8311,11555,10982,1896,8374,33971,428000,21114,0.938
5/12/2024,Flint MI,DMA_063,49666,44249.4,1174963,35054,4035939,24533,6821,80023,442,78130,8,10504,16847,11759,1658,11622,43706,428000,50897,0.992
5/19/2024,Flint MI,DMA_063,59653,93655,2844206,48828,5779456,22362,4565,125044,639,78213,7,13816,23572,21412,3802,12873,52494,428000,77353,1.078
5/26/2024,Flint MI,DMA_063,50093,78884,2016599,35504,3448430,22228,5635,89057,423,55868,4,11731,23006,12950,1933,12784,44081,428000,51921,1.011
6/2/2024,Flint MI,DMA_063,40048,76551,2281937,31930,3364205,19412,3989,102746,545,0,0,7136,14222,9581,1580,8237,35242,428000,102409,0.878
6/9/2024,Flint MI,DMA_063,35280,56202,1690769,43159,3942403,28686,11839,0,0,0,0,0,0,12461,2309,6461,31046,428000,51786,0.87
6/16/2024,Flint MI,DMA_063,28449,55441,1900224,32480,3738737,17763,5387,0,0,0,0,0,0,0,0,5974,25035,428000,54869,0.862
6/23/2024,Flint MI,DMA_063,46423,97394,2911814,32103,2694524,37528,9238,31131.6,153,0,0,0,0,18797,2651,10711,40852,428000,93260,1.071
6/30/2024,Flint MI,DMA_063,33710,10261.400000000001,345631,40147,4184607,19343,4037,29649.3,154,0,0,6482,10299,16210,2369,7945,29664,428000,21922,0.878
7/7/2024,Flint MI,DMA_063,40725,0,0,52937,5167136,21482,6327,0,0,46853,4,10837,19637,14054,2417,8864,35838,428000,48545,1.063
7/14/2024,Flint MI,DMA_063,48604,17280,593731,34878,3492936,30201,9018,0,0,88152,10,10225,15599,21057,3328,10598,42771,428000,28264,1.093
7/21/2024,Flint MI,DMA_063,38961,0,0,50937,5002437,30261,6299,25132.5,137,76107,6,0,0,11506,2231,8993,34285,428000,38308,1.002
7/28/2024,Flint MI,DMA_063,35371,0,0,46534,5396712,21529,5391,31484.1,154,0,0,8231,10963,18126,3328,6606,31126,428000,25266,0.908
8/4/2024,Flint MI,DMA_063,31747,16712.2,525008,29106,3331628,27076,6075,0,0,0,0,10134,19147,0,0,7237,27937,428000,36981,0.957
8/11/2024,Flint MI,DMA_063,20736,0,0,31604,3713302,0,0,0,0,0,0,8771,13705,10255,1436,4887,18247,428000,16892,0.858
8/18/2024,Flint MI,DMA_063,41049,42004.799999999996,1327568,50453,4261495,33910,10247,0,0,0,0,8329,12724,11009,1878,8273,36123,428000,52789,0.99
8/25/2024,Flint MI,DMA_063,63627,54480,1692964,43524,3730254,32018,7904,0,0,0,0,14641,22265,23809,4193,13558,55991,428000,53539,1.474
9/1/2024,Flint MI,DMA_063,70175,69039,1882064,44553,4931951,48992,11345,113372,561,70687,8,15316,20782,0,0,15959,61754,428000,61748,1.353
9/8/2024,Flint MI,DMA_063,54385,62900.399999999994,2033038,48248,3995000,0,0,148543,804,98009,9,10353,18100,0,0,12908,47858,428000,57711,1.331
9/15/2024,Flint MI,DMA_063,74119,0,0,47941,4243879,36909,11391,149842,823,69164,6,14659,20865,15427,2413,14427,65224,428000,25711,1.447
9/22/2024,Flint MI,DMA_063,83496,101519,3529352,68053,6951133,46871,18490,165542,843,0,0,11181,21823,15288,2055,21185,73476,428000,151770,1.423
9/29/2024,Flint MI,DMA_063,74629,119197,3549990,48908,4779112,45156,12731,144511,688,0,0,10433,13716,15415,2282,15448,65673,428000,134075,1.368
10/6/2024,Flint MI,DMA_063,65282,124555,3496936,0,0,55478,14433,121528,568,0,0,10578,17698,24633,3317,14525,57448,428000,66323,1.407
10/13/2024,Flint MI,DMA_063,71853,89584,2249247,68216,6043901,37903,8946,120226,561,0,0,14731,26892,24670,3585,17123,63230,428000,79890,1.341
10/20/2024,Flint MI,DMA_063,72593,132610,3700381,42151,4702396,47501,12158,139343,750,0,0,11055,17992,0,0,13227,63881,428000,145752,1.425
10/27/2024,Flint MI,DMA_063,75749,95124,3136678,38779,4310432,49549,12084,120409,570,107190,13,11824,17674,14031,2009,14524,66659,428000,125259,1.306
11/3/2024,Flint MI,DMA_063,65364,0,0,57181,6569462,35968,14614,153925,712,51489,5,0,0,14385,2038,16267,57520,428000,37060,1.34
11/10/2024,Flint MI,DMA_063,47637,0,0,32851,3232925,26217,7885,134758,743,70202,5,0,0,0,0,9254,41920,428000,16310,1.175
11/17/2024,Flint MI,DMA_063,47312,0,0,58551,4712199,33189,8955,109649,529,0,0,9703,14180,0,0,10958,41634,428000,34836,1.176
11/24/2024,Flint MI,DMA_063,51334,0,0,53231,5526089,31110,7039,102874,524,0,0,11346,15648,20391,2880,12836,45173,428000,30117,1.153
12/1/2024,Flint MI,DMA_063,48050,0,0,48773,5385924,27063,7111,105230,567,0,0,0,0,20059,3166,9147,42284,428000,21338,1.133
12/8/2024,Flint MI,DMA_063,45492,0,0,36109,4016845,38146,11900,0,0,0,0,9007,11941,23878,4676,8986,40032,428000,34609,1.169
12/15/2024,Flint MI,DMA_063,49235,51043.799999999996,1539314,31470,3235486,30402,13338,0,0,0,0,14512,21947,16468,2297,9349,43326,428000,63297,1.134
12/22/2024,Flint MI,DMA_063,50764,0,0,52591,5183003,35506,12127,31808.699999999997,164,0,0,14278,19562,19247,2565,10913,44672,428000,43452,1.192
1/1/2023,Tucson AZ,DMA_064,59680,109028,2858394,47072,5388645,24669,5814,40539,209,0,0,14592,27246,18772,3624,12027,53712,422000,133787,1.343
1/8/2023,Tucson AZ,DMA_064,63461,114922,3767114,56038,4552384,43589,18815,32945.1,152,0,0,12507,16056,23586,3568,12601,55845,422000,133855,1.319
1/15/2023,Tucson AZ,DMA_064,63698,87653,2413230,51087,4889042,25180,7849,111033,581,0,0,10791,17012,19750,3550,12054,56054,422000,89169,1.328
1/22/2023,Tucson AZ,DMA_064,59473,86534,2484557,52662,4898482,23464,5010,130400,610,0,0,13194,21047,22698,3782,11132,52336,422000,111626,1.272
